9.272667,0.000000,0.000000,0.000000,0.000000,0.288269,0.000000,9.934074,0.000000,0.000000,0.000000,9.736300,0.000000
22.310531,24.167071,24.158563,21.717761,24.134005,25.347912,22.677430,19.053923,8.001898,13.009800,20.718364,22.332110,23.971391
12.548780,15.685975,12.833980,14.939024,16.981967,15.685975,10.634559,7.381635,6.753684,8.621776,6.604621,20.914633,0.000000
6.467187,8.520929,7.733667,12.818489,11.200483,9.988904,10.533389,5.404454,8.152034,6.580328,8.996459,10.827133,13.338780
10.952466,13.357580,7.806059,9.859315,9.223721,9.195484,6.225154,5.024283,3.745449,8.612606,7.480420,8.212139,10.614311
4.358482,5.190312,3.898935,4.033597,4.194317,3.553523,2.994267,4.797395,2.579547,3.674578,3.897818,4.254634,3.099104
1.830706,1.108347,1.712880,0.979979,1.452739,1.919270,1.787226,1.310365,0.824263,0.426586,1.121750,1.143999,1.037908
10.886184,7.249630,8.125579,12.371865,7.069574,9.469982,9.208533,8.445284,8.591110,9.199346,10.969987,8.702694,11.173214
15.171629,16.351161,16.675247,16.694218,15.645646,17.240495,16.567584,14.688024,14.240775,13.949540,16.295508,16.885525,17.091883
1.502768,0.397367,1.578352,1.344933,0.589103,0.830126,1.344933,1.362400,0.254683,0.682595,0.733600,1.415719,0.436371
9.705335,17.500418,8.314365,19.142157,13.208017,16.803971,17.280464,8.413007,6.792350,11.335866,11.912535,12.273093,9.300741
6.690941,8.873782,13.685891,4.919418,4.912500,11.384052,8.060840,11.589861,17.002964,8.410021,5.377485,6.986595,12.980183
18.879421,21.187345,20.456305,23.194378,20.605911,20.924729,21.776975,19.338911,17.667430,3.507615,14.151065,22.038570,21.441298
3.023943,2.186933,1.887017,2.109619,2.530749,2.692931,2.088614,1.833871,1.747120,1.636250,2.502004,2.852897,2.062578
1.555069,1.361630,1.839046,0.746846,1.116135,1.491597,1.392422,1.338708,1.369753,0.844438,0.730578,1.033443,1.392762
4.053743,3.328272,3.894893,2.851005,3.156329,2.852725,1.916035,3.976159,2.537490,1.762939,3.167927,3.012461,2.942541
8.198178,9.163098,10.457179,9.379509,10.226919,9.892516,9.589113,6.914036,8.867588,8.066504,9.037765,10.573691,11.276586
6.492406,7.459936,10.917792,9.031867,9.643368,12.206558,13.888141,10.814481,11.225641,8.266022,10.066877,10.967026,11.142280
